,Unnamed: 0,model,language_exposure,kdims,isoscore,checkpoint
310,78,B-GPT_en_nl_sequential,sequential,115.1660593089448,0.1488475349529919,64800
311,79,B-GPT_en_nl_sequential,sequential,115.32277337736308,0.1490518557723117,64900
312,80,B-GPT_en_nl_sequential,sequential,115.4698546476767,0.1492436175328249,65000
313,81,B-GPT_en_nl_sequential,sequential,116.693883077097,0.1508394824994745,66000
314,82,B-GPT_en_nl_sequential,sequential,117.59291409590388,0.1520116220285578,67000
315,83,B-GPT_en_nl_sequential,sequential,118.25829932967376,0.1528791386306046,68000
316,84,B-GPT_en_nl_sequential,sequential,118.76836038149725,0.1535441465208568,69000
317,85,B-GPT_en_nl_sequential,sequential,119.151483803381,0.1540436555454772,70000
318,86,B-GPT_en_nl_sequential,sequential,122.1311601339555,0.1579285008265391,80000
319,87,B-GPT_en_nl_sequential,sequential,124.48662662303492,0.1609995131982202,90000
320,88,B-GPT_en_nl_sequential,sequential,126.09987418291178,0.1631028346582943,100000
321,89,B-GPT_en_nl_sequential,sequential,127.05082313306912,0.164342663798004,110000
322,90,B-GPT_en_nl_sequential,sequential,127.51344879845536,0.1649458263343616,120000
323,91,B-GPT_en_nl_sequential,sequential,127.6035130018552,0.165063250328364,128000
324,92,B-GPT_en_es_simultaneous,simultaneous,756.6961695756008,0.9852622810633648,0
325,93,B-GPT_en_es_simultaneous,simultaneous,144.06291333165942,0.1865227031703512,10000
326,94,B-GPT_en_es_simultaneous,simultaneous,134.45522243523297,0.1739963786639282,20000
327,95,B-GPT_en_es_simultaneous,simultaneous,137.8033284242991,0.1783615755205985,30000
328,96,B-GPT_en_es_simultaneous,simultaneous,140.6346454418162,0.1820529927533457,40000
329,97,B-GPT_en_es_simultaneous,simultaneous,142.77602078424323,0.1848448771632897,50000
330,98,B-GPT_en_es_simultaneous,simultaneous,144.8242659005467,0.1875153401571665,64000
331,99,B-GPT_en_es_simultaneous,simultaneous,145.01942067251466,0.1877697792340477,64010
332,100,B-GPT_en_es_simultaneous,simultaneous,145.2334701275777,0.1880488528390843,64020
333,101,B-GPT_en_es_simultaneous,simultaneous,145.42181371671248,0.18829441162544,64030
334,102,B-GPT_en_es_simultaneous,simultaneous,145.55362582168416,0.188466265738832,64040
335,103,B-GPT_en_es_simultaneous,simultaneous,145.64881437873117,0.1885903707675764,64050
336,104,B-GPT_en_es_simultaneous,simultaneous,145.7233948023725,0.1886876073042666,64060
337,105,B-GPT_en_es_simultaneous,simultaneous,145.78915085403264,0.1887733387927413,64070
338,106,B-GPT_en_es_simultaneous,simultaneous,145.84855676861207,0.1888507910933664,64080
339,107,B-GPT_en_es_simultaneous,simultaneous,145.90137058478874,0.1889196487415759,64090
340,108,B-GPT_en_es_simultaneous,simultaneous,145.9521646470375,0.1889858730730606,64100
341,109,B-GPT_en_es_simultaneous,simultaneous,145.9980058808113,0.1890456400010577,64110
342,110,B-GPT_en_es_simultaneous,simultaneous,146.04273763970363,0.1891039604168235,64120
343,111,B-GPT_en_es_simultaneous,simultaneous,146.08759044125674,0.1891624386457063,64130
344,112,B-GPT_en_es_simultaneous,simultaneous,146.13110354895613,0.1892191702072439,64140
345,113,B-GPT_en_es_simultaneous,simultaneous,146.175039613839,0.1892764532123063,64150
346,114,B-GPT_en_es_simultaneous,simultaneous,146.21784752119086,0.1893322653470545,64160
347,115,B-GPT_en_es_simultaneous,simultaneous,146.25869144556137,0.1893855168781765,64170
348,116,B-GPT_en_es_simultaneous,simultaneous,146.29686986683313,0.1894352931770966,64180
349,117,B-GPT_en_es_simultaneous,simultaneous,146.3347536734396,0.1894846853630242,64190
350,118,B-GPT_en_es_simultaneous,simultaneous,146.37222252895737,0.189533536543621,64200
351,119,B-GPT_en_es_simultaneous,simultaneous,146.70728196878414,0.189970380663343,64300
352,120,B-GPT_en_es_simultaneous,simultaneous,146.9916555174441,0.1903411414829779,64400
353,121,B-GPT_en_es_simultaneous,simultaneous,147.24953299938778,0.1906773572351861,64500
354,122,B-GPT_en_es_simultaneous,simultaneous,147.4820134528797,0.1909804608251365,64600
355,123,B-GPT_en_es_simultaneous,simultaneous,147.70124505153342,0.1912662908103434,64700
356,124,B-GPT_en_es_simultaneous,simultaneous,147.9016594894272,0.19152758733954,64800
357,125,B-GPT_en_es_simultaneous,simultaneous,148.10028096168838,0.1917865462342743,64900
358,126,B-GPT_en_es_simultaneous,simultaneous,148.28264791826112,0.1920243128008619,65000
359,127,B-GPT_en_es_simultaneous,simultaneous,149.98670143079642,0.1942460253335025,66000
360,128,B-GPT_en_es_simultaneous,simultaneous,151.48210259587657,0.1961957009072706,67000
361,129,B-GPT_en_es_simultaneous,simultaneous,152.8549132637137,0.1979855453242682,68000
362,130,B-GPT_en_es_simultaneous,simultaneous,154.11595024674648,0.1996296613386525,69000
363,131,B-GPT_en_es_simultaneous,simultaneous,155.29180490437716,0.2011627182586403,70000
364,132,B-GPT_en_es_simultaneous,simultaneous,164.26052338985855,0.2128559626986421,80000
365,133,B-GPT_en_es_simultaneous,simultaneous,170.15585271939133,0.2205421808597018,90000
366,134,B-GPT_en_es_simultaneous,simultaneous,174.138244998288,0.2257343481072855,100000
367,135,B-GPT_en_es_simultaneous,simultaneous,176.64239447864125,0.2289992105327787,110000
368,136,B-GPT_en_es_simultaneous,simultaneous,177.93307166204977,0.2306819708762057,120000
369,137,B-GPT_en_es_simultaneous,simultaneous,178.2373265256867,0.2310786525758627,128000
370,138,B-GPT_en_es_sequential,sequential,756.6961695756008,0.9852622810633648,0
371,139,B-GPT_en_es_sequential,sequential,113.77225961985846,0.1470303254496199,10000
372,140,B-GPT_en_es_sequential,sequential,106.04624272411591,0.1369572916872437,20000
373,141,B-GPT_en_es_sequential,sequential,108.316220933794,0.139916846067528,30000
374,142,B-GPT_en_es_sequential,sequential,110.09847733613503,0.1422405180392894,40000
375,143,B-GPT_en_es_sequential,sequential,111.30183158824384,0.1438094284070975,50000
376,144,B-GPT_en_es_sequential,sequential,112.28045959248988,0.1450853449706517,64000
377,145,B-GPT_en_es_sequential,sequential,112.42880010510748,0.1452787485073109,64010
378,146,B-GPT_en_es_sequential,sequential,112.65935754028818,0.1455793449025921,64020
379,147,B-GPT_en_es_sequential,sequential,112.89116659398728,0.1458815731342728,64030
380,148,B-GPT_en_es_sequential,sequential,113.06135562682644,0.1461034623557059,64040
381,149,B-GPT_en_es_sequential,sequential,113.187010593552,0.146267288909455,64050
382,150,B-GPT_en_es_sequential,sequential,113.29404150923756,0.1464068337799707,64060
383,151,B-GPT_en_es_sequential,sequential,113.39706196737848,0.1465411498922796,64070
384,152,B-GPT_en_es_sequential,sequential,113.49249356648136,0.1466655717946302,64080
385,153,B-GPT_en_es_sequential,sequential,113.57836690245988,0.1467775318154627,64090
386,154,B-GPT_en_es_sequential,sequential,113.65718572138064,0.1468802942912394,64100
387,155,B-GPT_en_es_sequential,sequential,113.73082026586242,0.1469762976086863,64110
388,156,B-GPT_en_es_sequential,sequential,113.79825443355134,0.1470642169928961,64120
389,157,B-GPT_en_es_sequential,sequential,113.86058984849387,0.147145488720331,64130
390,158,B-GPT_en_es_sequential,sequential,113.92061796754832,0.1472237522393068,64140
391,159,B-GPT_en_es_sequential,sequential,113.975088728371,0.1472947701804055,64150
392,160,B-GPT_en_es_sequential,sequential,114.02848619165006,0.1473643887765972,64160
393,161,B-GPT_en_es_sequential,sequential,114.08000453765338,0.1474315574154542,64170
394,162,B-GPT_en_es_sequential,sequential,114.13174407661636,0.1474990144414815,64180
395,163,B-GPT_en_es_sequential,sequential,114.17909716595064,0.1475607524979799,64190
396,164,B-GPT_en_es_sequential,sequential,114.22572531526784,0.1476215453914835,64200
397,165,B-GPT_en_es_sequential,sequential,114.62058205449024,0.1481363520919038,64300
398,166,B-GPT_en_es_sequential,sequential,114.93632745885272,0.148548014939834,64400
399,167,B-GPT_en_es_sequential,sequential,115.20943351212448,0.1489040854134608,64500
400,168,B-GPT_en_es_sequential,sequential,115.45396650052204,0.1492229028689987,64600
401,169,B-GPT_en_es_sequential,sequential,115.67401178104738,0.1495097937171413,64700
402,170,B-GPT_en_es_sequential,sequential,115.88281397494649,0.149782026042955,64800
403,171,B-GPT_en_es_sequential,sequential,116.07792651627574,0.1500364100603334,64900
404,172,B-GPT_en_es_sequential,sequential,116.26114790006034,0.1502752906128557,65000
405,173,B-GPT_en_es_sequential,sequential,117.70152425670636,0.1521532258887958,66000
406,174,B-GPT_en_es_sequential,sequential,118.7467538680436,0.1535159763599003,67000
407,175,B-GPT_en_es_sequential,sequential,119.54458189267444,0.1545561693515964,68000
408,176,B-GPT_en_es_sequential,sequential,120.15745987217046,0.1553552279950071,69000
409,177,B-GPT_en_es_sequential,sequential,120.6286923621932,0.155969611945493,70000
410,178,B-GPT_en_es_sequential,sequential,122.946272443294,0.1589912287396271,80000
411,179,B-GPT_en_es_sequential,sequential,124.40668625095178,0.1608952884627793,90000
412,180,B-GPT_en_es_sequential,sequential,125.32912298697538,0.1620979439204372,100000
413,181,B-GPT_en_es_sequential,sequential,125.8293238876373,0.162750096333295,110000
414,182,B-GPT_en_es_sequential,sequential,126.04372616448444,0.1630296299406577,120000
415,183,B-GPT_en_es_sequential,sequential,126.08231046178918,0.1630799354130237,128000
416,184,B-GPT_en_el_simultaneous,simultaneous,756.6961695756008,0.9852622810633648,0
417,185,B-GPT_en_el_simultaneous,simultaneous,100.11733816627138,0.1292272987826224,10000
418,186,B-GPT_en_el_simultaneous,simultaneous,91.95113190618038,0.1185803545061022,20000
419,187,B-GPT_en_el_simultaneous,simultaneous,93.53492242358604,0.1206452704349231,30000
420,188,B-GPT_en_el_simultaneous,simultaneous,95.09369104382873,0.1226775632905198,40000
421,189,B-GPT_en_el_simultaneous,simultaneous,96.3721601595799,0.1243444069877182,50000
422,190,B-GPT_en_el_simultaneous,simultaneous,97.64152710903647,0.1259993834537633,64000
423,191,B-GPT_en_el_simultaneous,simultaneous,98.07990344210435,0.1265709301722351,64010
424,192,B-GPT_en_el_simultaneous,simultaneous,98.80191829336684,0.1275122793916125,64020
425,193,B-GPT_en_el_simultaneous,simultaneous,99.27804674553634,0.1281330466043498,64030
426,194,B-GPT_en_el_simultaneous,simultaneous,99.60373471575134,0.1285576723803798,64040
427,195,B-GPT_en_el_simultaneous,simultaneous,99.86576955983892,0.128899308422215,64050
428,196,B-GPT_en_el_simultaneous,simultaneous,100.09032069635384,0.1291920739196269,64060
429,197,B-GPT_en_el_simultaneous,simultaneous,100.3093528602728,0.1294776438856229,64070
430,198,B-GPT_en_el_simultaneous,simultaneous,100.51709367629368,0.1297484924071625,64080
431,199,B-GPT_en_el_simultaneous,simultaneous,100.70881275010623,0.129998452086188,64090
432,200,B-GPT_en_el_simultaneous,simultaneous,100.8868778760049,0.130230610007829,64100
433,201,B-GPT_en_el_simultaneous,simultaneous,101.06064017692938,0.1304571579881739,64110
434,202,B-GPT_en_el_simultaneous,simultaneous,101.22298478535076,0.1306688197983712,64120
435,203,B-GPT_en_el_simultaneous,simultaneous,101.37255865975276,0.1308638313686476,64130
436,204,B-GPT_en_el_simultaneous,simultaneous,101.51241320216458,0.1310461710588847,64140
437,205,B-GPT_en_el_simultaneous,simultaneous,101.64150119710972,0.1312144735294781,64150
438,206,B-GPT_en_el_simultaneous,simultaneous,101.7609380354504,0.1313701930058023,64160
439,207,B-GPT_en_el_simultaneous,simultaneous,101.87493437748816,0.1315188192666077,64170
440,208,B-GPT_en_el_simultaneous,simultaneous,101.98748410101074,0.1316655594537297,64180
441,209,B-GPT_en_el_simultaneous,simultaneous,102.09728993878184,0.1318087222148394,64190
442,210,B-GPT_en_el_simultaneous,simultaneous,102.2003765501388,0.1319431245764522,64200
443,211,B-GPT_en_el_simultaneous,simultaneous,103.02805844728108,0.133022240478854,64300
444,212,B-GPT_en_el_simultaneous,simultaneous,103.65190043568634,0.1338355937883785,64400
445,213,B-GPT_en_el_simultaneous,simultaneous,104.1297198242018,0.1344585656117364,64500
446,214,B-GPT_en_el_simultaneous,simultaneous,104.53120868330824,0.1349820191438177,64600
447,215,B-GPT_en_el_simultaneous,simultaneous,104.86216111033828,0.1354135086184332,64700
448,216,B-GPT_en_el_simultaneous,simultaneous,105.1602069922764,0.1358020951659405,64800
449,217,B-GPT_en_el_simultaneous,simultaneous,105.41896557731208,0.1361394596835881,64900
450,218,B-GPT_en_el_simultaneous,simultaneous,105.65419038083404,0.1364461413048683,65000
451,219,B-GPT_en_el_simultaneous,simultaneous,107.26917636431058,0.1385517292885405,66000
452,220,B-GPT_en_el_simultaneous,simultaneous,108.3294586342752,0.1399341051294331,67000
453,221,B-GPT_en_el_simultaneous,simultaneous,109.15147772268512,0.1410058379696025,68000
454,222,B-GPT_en_el_simultaneous,simultaneous,109.84009271613516,0.1419036410901371,69000
455,223,B-GPT_en_el_simultaneous,simultaneous,110.44131893687664,0.1426875083922772,70000
456,224,B-GPT_en_el_simultaneous,simultaneous,114.43527105669664,0.1478947471404128,80000
457,225,B-GPT_en_el_simultaneous,simultaneous,116.8903049112056,0.151095573547856,90000
458,226,B-GPT_en_el_simultaneous,simultaneous,118.48882099247643,0.1531796883865403,100000
459,227,B-GPT_en_el_simultaneous,simultaneous,119.45352667893286,0.1544374532971745,110000
460,228,B-GPT_en_el_simultaneous,simultaneous,119.93865869122284,0.1550699591802123,120000
461,229,B-GPT_en_el_simultaneous,simultaneous,120.05274664912578,0.1552187048880388,128000
462,0,B-GPT_en_el_sequential,sequential,756.6961695756008,0.9852622810633648,0
463,1,B-GPT_en_el_sequential,sequential,87.59097070221729,0.1128956593249247,10000
464,2,B-GPT_en_el_sequential,sequential,77.29842442975595,0.0994764334155879,20000
465,3,B-GPT_en_el_sequential,sequential,77.2196946730515,0.0993737870574335,30000
466,4,B-GPT_en_el_sequential,sequential,77.51164216125629,0.0997544226352754,40000
467,5,B-GPT_en_el_sequential,sequential,77.87067469024772,0.1002225224123177,50000
468,6,B-GPT_en_el_sequential,sequential,78.3006087952997,0.1007830623146019,64000
469,7,B-GPT_en_el_sequential,sequential,78.61345586871708,0.1011909463738162,64010
470,8,B-GPT_en_el_sequential,sequential,79.13761180393031,0.1018743309047331,64020
471,9,B-GPT_en_el_sequential,sequential,79.43000072336511,0.10225554201221,64030
472,10,B-GPT_en_el_sequential,sequential,79.61908751544914,0.1025020697724239,64040
473,11,B-GPT_en_el_sequential,sequential,79.78512955414563,0.1027185522218326,64050
474,12,B-GPT_en_el_sequential,sequential,79.95905995202331,0.1029453193637852,64060
475,13,B-GPT_en_el_sequential,sequential,80.12264938339251,0.1031586041504465,64070
476,14,B-GPT_en_el_sequential,sequential,80.27502841203835,0.1033572730274294,64080
477,15,B-GPT_en_el_sequential,sequential,80.42365528844796,0.1035510499197496,64090
478,16,B-GPT_en_el_sequential,sequential,80.578973781812,0.1037535512148787,64100
479,17,B-GPT_en_el_sequential,sequential,80.72729703612906,0.1039469322504942,64110
480,18,B-GPT_en_el_sequential,sequential,80.85713027193175,0.1041162063519318,64120
481,19,B-GPT_en_el_sequential,sequential,80.98393328364645,0.1042815297048845,64130
482,20,B-GPT_en_el_sequential,sequential,81.09928895670582,0.1044319282356008,64140
483,21,B-GPT_en_el_sequential,sequential,81.21161033820806,0.1045783707147432,64150
484,22,B-GPT_en_el_sequential,sequential,81.32514399702991,0.104726393737979,64160
485,23,B-GPT_en_el_sequential,sequential,81.4302386904215,0.1048634141987242,64170
486,24,B-GPT_en_el_sequential,sequential,81.52537679399691,0.1049874534471928,64180
487,25,B-GPT_en_el_sequential,sequential,81.61848049177975,0.1051088402761144,64190
488,26,B-GPT_en_el_sequential,sequential,81.71197853480648,0.1052307412448585,64200
489,27,B-GPT_en_el_sequential,sequential,82.49151750592667,0.1062470893167231,64300
490,28,B-GPT_en_el_sequential,sequential,83.04533829646341,0.1069691503213343,64400
491,29,B-GPT_en_el_sequential,sequential,83.46445571337803,0.1075155876315228,64500
492,30,B-GPT_en_el_sequential,sequential,83.79842525792232,0.1079510107665219,64600
493,31,B-GPT_en_el_sequential,sequential,84.08172045329698,0.1083203656496701,64700
494,32,B-GPT_en_el_sequential,sequential,84.33113325372902,0.1086455453112503,64800
495,33,B-GPT_en_el_sequential,sequential,84.54293326551877,0.1089216861349658,64900
496,34,B-GPT_en_el_sequential,sequential,84.7255732587336,0.1091598086815301,65000
497,35,B-GPT_en_el_sequential,sequential,85.96020806237435,0.1107695020369939,66000
498,36,B-GPT_en_el_sequential,sequential,86.67537561428644,0.111701923877818,67000
499,37,B-GPT_en_el_sequential,sequential,87.24123402398146,0.1124396793011492,68000
500,38,B-GPT_en_el_sequential,sequential,87.74676486918331,0.1130987807942416,69000
501,39,B-GPT_en_el_sequential,sequential,88.24511866379827,0.1137485249853953,70000
502,40,B-GPT_en_el_sequential,sequential,92.29455551722116,0.1190281036730393,80000
503,41,B-GPT_en_el_sequential,sequential,95.01438866634392,0.1225741703602919,90000
504,42,B-GPT_en_el_sequential,sequential,96.97684417538235,0.125132782497239,100000
505,43,B-GPT_en_el_sequential,sequential,98.31717260119513,0.1268802771853913,110000
506,44,B-GPT_en_el_sequential,sequential,99.06216450335722,0.1278515834463588,120000
507,45,B-GPT_en_el_sequential,sequential,99.24083007559771,0.1280845242185107,128000
508,46,B-GPT_en_pl_simultaneous,simultaneous,756.6961695756008,0.9852622810633648,0
509,47,B-GPT_en_pl_simultaneous,simultaneous,106.9075714068508,0.1380802756282279,10000
510,48,B-GPT_en_pl_simultaneous,simultaneous,99.19437700734989,0.1280239595923727,20000
511,49,B-GPT_en_pl_simultaneous,simultaneous,101.57660339058128,0.1311298610046692,30000
512,50,B-GPT_en_pl_simultaneous,simultaneous,103.41560710359197,0.1335275190398852,40000
513,51,B-GPT_en_el_sequential,sequential,756.6961695756008,0.9852622810633648,0
514,52,B-GPT_en_el_sequential,sequential,87.59097070221729,0.1128956593249247,10000
515,53,B-GPT_en_el_sequential,sequential,77.29842442975595,0.0994764334155879,20000
516,54,B-GPT_en_el_sequential,sequential,77.2196946730515,0.0993737870574335,30000
517,55,B-GPT_en_el_sequential,sequential,77.51164216125629,0.0997544226352754,40000
518,56,B-GPT_en_el_sequential,sequential,77.87067469024772,0.1002225224123177,50000
519,57,B-GPT_en_el_sequential,sequential,78.3006087952997,0.1007830623146019,64000
520,58,B-GPT_en_el_sequential,sequential,78.61345586871708,0.1011909463738162,64010
521,59,B-GPT_en_el_sequential,sequential,79.13761180393031,0.1018743309047331,64020
522,60,B-GPT_en_el_sequential,sequential,79.43000072336511,0.10225554201221,64030
523,61,B-GPT_en_el_sequential,sequential,79.61908751544914,0.1025020697724239,64040
524,62,B-GPT_en_el_sequential,sequential,79.78512955414563,0.1027185522218326,64050
525,63,B-GPT_en_el_sequential,sequential,79.95905995202331,0.1029453193637852,64060
526,64,B-GPT_en_el_sequential,sequential,80.12264938339251,0.1031586041504465,64070
527,65,B-GPT_en_el_sequential,sequential,80.27502841203835,0.1033572730274294,64080
528,66,B-GPT_en_el_sequential,sequential,80.42365528844796,0.1035510499197496,64090
529,67,B-GPT_en_el_sequential,sequential,80.578973781812,0.1037535512148787,64100
530,68,B-GPT_en_el_sequential,sequential,80.72729703612906,0.1039469322504942,64110
531,69,B-GPT_en_el_sequential,sequential,80.85713027193175,0.1041162063519318,64120
532,70,B-GPT_en_el_sequential,sequential,80.98393328364645,0.1042815297048845,64130
533,71,B-GPT_en_el_sequential,sequential,81.09928895670582,0.1044319282356008,64140
534,72,B-GPT_en_el_sequential,sequential,81.21161033820806,0.1045783707147432,64150
535,73,B-GPT_en_el_sequential,sequential,81.32514399702991,0.104726393737979,64160
536,74,B-GPT_en_el_sequential,sequential,81.4302386904215,0.1048634141987242,64170
537,75,B-GPT_en_el_sequential,sequential,81.52537679399691,0.1049874534471928,64180
538,76,B-GPT_en_el_sequential,sequential,81.61848049177975,0.1051088402761144,64190
539,77,B-GPT_en_el_sequential,sequential,81.71197853480648,0.1052307412448585,64200
540,78,B-GPT_en_el_sequential,sequential,82.49151750592667,0.1062470893167231,64300
541,79,B-GPT_en_el_sequential,sequential,83.04533829646341,0.1069691503213343,64400
542,80,B-GPT_en_el_sequential,sequential,83.46445571337803,0.1075155876315228,64500
543,81,B-GPT_en_el_sequential,sequential,83.79842525792232,0.1079510107665219,64600
544,82,B-GPT_en_el_sequential,sequential,84.08172045329698,0.1083203656496701,64700
545,83,B-GPT_en_el_sequential,sequential,84.33113325372902,0.1086455453112503,64800
546,84,B-GPT_en_el_sequential,sequential,84.54293326551877,0.1089216861349658,64900
547,85,B-GPT_en_el_sequential,sequential,84.7255732587336,0.1091598086815301,65000
548,86,B-GPT_en_el_sequential,sequential,85.96020806237435,0.1107695020369939,66000
549,87,B-GPT_en_el_sequential,sequential,86.67537561428644,0.111701923877818,67000
550,88,B-GPT_en_el_sequential,sequential,87.24123402398146,0.1124396793011492,68000
551,89,B-GPT_en_el_sequential,sequential,87.74676486918331,0.1130987807942416,69000
552,90,B-GPT_en_el_sequential,sequential,88.24511866379827,0.1137485249853953,70000
553,91,B-GPT_en_el_sequential,sequential,92.29455551722116,0.1190281036730393,80000
554,92,B-GPT_en_el_sequential,sequential,95.01438866634392,0.1225741703602919,90000
555,93,B-GPT_en_el_sequential,sequential,96.97684417538235,0.125132782497239,100000
556,94,B-GPT_en_el_sequential,sequential,98.31717260119513,0.1268802771853913,110000
557,95,B-GPT_en_el_sequential,sequential,99.06216450335722,0.1278515834463588,120000
558,96,B-GPT_en_el_sequential,sequential,99.24083007559771,0.1280845242185107,128000
559,97,B-GPT_en_pl_simultaneous,simultaneous,756.6961695756008,0.9852622810633648,0
560,98,B-GPT_en_pl_simultaneous,simultaneous,106.9075714068508,0.1380802756282279,10000
561,99,B-GPT_en_pl_simultaneous,simultaneous,99.19437700734989,0.1280239595923727,20000
562,100,B-GPT_en_pl_simultaneous,simultaneous,101.57660339058128,0.1311298610046692,30000
563,101,B-GPT_en_pl_simultaneous,simultaneous,103.41560710359197,0.1335275190398852,40000
564,102,B-GPT_en_pl_simultaneous,simultaneous,104.81717924906953,0.1353548621239498,50000
565,103,B-GPT_en_pl_simultaneous,simultaneous,106.12003965928864,0.1370535067265823,64000
566,104,B-GPT_en_pl_simultaneous,simultaneous,106.30808211310972,0.1372986728984481,64010
567,105,B-GPT_en_pl_simultaneous,simultaneous,106.446874773018,0.1374796281264902,64020
568,106,B-GPT_en_pl_simultaneous,simultaneous,106.631934600683,0.1377209056071486,64030
569,107,B-GPT_en_pl_simultaneous,simultaneous,106.79978367990516,0.1379397440415973,64040
570,108,B-GPT_en_pl_simultaneous,simultaneous,106.93003399990438,0.1381095619294711,64050
571,109,B-GPT_en_pl_simultaneous,simultaneous,107.03116880721542,0.1382414195661218,64060
572,110,B-GPT_en_pl_simultaneous,simultaneous,107.1134886531056,0.1383487466142185,64070
573,111,B-GPT_en_pl_simultaneous,simultaneous,107.18573689560844,0.1384429424975338,64080
574,112,B-GPT_en_pl_simultaneous,simultaneous,107.25326008028172,0.1385309779403934,64090
575,113,B-GPT_en_pl_simultaneous,simultaneous,107.31782205669695,0.1386151526162933,64100
576,114,B-GPT_en_pl_simultaneous,simultaneous,107.3822590715898,0.138699164369739,64110
577,115,B-GPT_en_pl_simultaneous,simultaneous,107.4382168716092,0.1387721210842362,64120
578,116,B-GPT_en_pl_simultaneous,simultaneous,107.49364232668847,0.1388443837375338,64130
579,117,B-GPT_en_pl_simultaneous,simultaneous,107.54798185171484,0.1389152305758993,64140
580,118,B-GPT_en_pl_simultaneous,simultaneous,107.6012347492258,0.1389846606899945,64150
581,119,B-GPT_en_pl_simultaneous,simultaneous,107.65267594635678,0.1390517287436203,64160
582,120,B-GPT_en_pl_simultaneous,simultaneous,107.70111719034664,0.1391148855154454,64170
583,121,B-GPT_en_pl_simultaneous,simultaneous,107.74923299215097,0.1391776179819439,64180
584,122,B-GPT_en_pl_simultaneous,simultaneous,107.79534289957486,0.1392377352015317,64190
585,123,B-GPT_en_pl_simultaneous,simultaneous,107.843279321485,0.1393002337959387,64200
586,124,B-GPT_en_pl_simultaneous,simultaneous,108.25858057756118,0.1398416956682674,64300
587,125,B-GPT_en_pl_simultaneous,simultaneous,108.59995503165015,0.1402867731833769,64400
588,126,B-GPT_en_pl_simultaneous,simultaneous,108.89350004918474,0.1406694915895498,64500
589,127,B-GPT_en_pl_simultaneous,simultaneous,109.16220678785716,0.1410198263205438,64600
590,128,B-GPT_en_pl_simultaneous,simultaneous,109.40314572042278,0.1413339579145016,64700
591,129,B-GPT_en_pl_simultaneous,simultaneous,109.63092351940011,0.1416309302730119,64800
592,130,B-GPT_en_pl_simultaneous,simultaneous,109.84725536383688,0.1419129796138681,64900
593,131,B-GPT_en_pl_simultaneous,simultaneous,110.05886800988544,0.1421888761536968,65000
594,132,B-GPT_en_pl_simultaneous,simultaneous,111.8793630103528,0.1445624028818159,66000
595,133,B-GPT_en_pl_simultaneous,simultaneous,113.43047506208632,0.1465847132491347,67000
596,134,B-GPT_en_pl_simultaneous,simultaneous,114.84822444734,0.1484331479104824,68000
597,135,B-GPT_en_pl_simultaneous,simultaneous,116.14624132905824,0.150125477612853,69000
598,136,B-GPT_en_pl_simultaneous,simultaneous,117.34451311573856,0.1516877615589812,70000
599,137,B-GPT_en_pl_simultaneous,simultaneous,126.4422555035208,0.1635492249068067,80000
600,138,B-GPT_en_pl_simultaneous,simultaneous,132.35663515309923,0.1712602805125153,90000
601,139,B-GPT_en_pl_simultaneous,simultaneous,136.29270374786904,0.176392051822515,100000
602,140,B-GPT_en_pl_simultaneous,simultaneous,138.77346804268706,0.1796264250882491,110000
603,141,B-GPT_en_pl_simultaneous,simultaneous,756.6961695756008,0.9852622810633648,0
604,142,B-GPT_en_pl_simultaneous,simultaneous,106.9075714068508,0.1380802756282279,10000
605,143,B-GPT_en_pl_simultaneous,simultaneous,99.19437700734989,0.1280239595923727,20000
606,144,B-GPT_en_pl_simultaneous,simultaneous,101.57660339058128,0.1311298610046692,30000
607,145,B-GPT_en_pl_simultaneous,simultaneous,103.41560710359197,0.1335275190398852,40000
608,146,B-GPT_en_pl_simultaneous,simultaneous,104.81717924906953,0.1353548621239498,50000
609,147,B-GPT_en_pl_simultaneous,simultaneous,106.12003965928864,0.1370535067265823,64000
610,148,B-GPT_en_pl_simultaneous,simultaneous,106.30808211310972,0.1372986728984481,64010
611,149,B-GPT_en_pl_simultaneous,simultaneous,106.446874773018,0.1374796281264902,64020
612,150,B-GPT_en_pl_simultaneous,simultaneous,106.631934600683,0.1377209056071486,64030
613,151,B-GPT_en_pl_simultaneous,simultaneous,106.79978367990516,0.1379397440415973,64040
614,152,B-GPT_en_pl_simultaneous,simultaneous,106.93003399990438,0.1381095619294711,64050
615,153,B-GPT_en_pl_simultaneous,simultaneous,107.03116880721542,0.1382414195661218,64060
616,154,B-GPT_en_pl_simultaneous,simultaneous,107.1134886531056,0.1383487466142185,64070
617,155,B-GPT_en_pl_simultaneous,simultaneous,107.18573689560844,0.1384429424975338,64080
618,156,B-GPT_en_pl_simultaneous,simultaneous,107.25326008028172,0.1385309779403934,64090
619,157,B-GPT_en_pl_simultaneous,simultaneous,107.31782205669695,0.1386151526162933,64100
620,158,B-GPT_en_pl_simultaneous,simultaneous,107.3822590715898,0.138699164369739,64110
621,159,B-GPT_en_pl_simultaneous,simultaneous,107.4382168716092,0.1387721210842362,64120
622,160,B-GPT_en_pl_simultaneous,simultaneous,107.49364232668847,0.1388443837375338,64130
623,161,B-GPT_en_pl_simultaneous,simultaneous,107.54798185171484,0.1389152305758993,64140
624,162,B-GPT_en_pl_simultaneous,simultaneous,107.6012347492258,0.1389846606899945,64150
625,163,B-GPT_en_pl_simultaneous,simultaneous,107.65267594635678,0.1390517287436203,64160
